employee_id,department,manager_leadership_style,pers_openness,pers_conscientiousness,pers_extraversion,pers_agreeableness,pers_neuroticism,work_flexibility_preference,years_at_company,p_o_fit_score,fit_eligibility_class
EMP_04991,Sales,Autocratic/Micromanagement,3.93,3.52,2.49,3.9,2.93,2,12.3,24.5,Low
EMP_04992,Engineering,Supportive,4.65,4.13,2.94,3.35,1.94,3,0.8,58.9,Moderate
EMP_04993,Sales,Democratic,4.83,3.62,2.43,4.05,1.77,4,1.5,30.6,Low
EMP_04994,Sales,Democratic,3.28,3.7,2.03,3.03,1.99,5,0.5,34.1,Low
EMP_04995,Sales,Supportive,3.9,3.51,4.64,3.54,1.78,5,0.5,71.6,Moderate
EMP_04996,Sales,Supportive,4.82,3.51,3.02,3.49,1.03,5,2.0,52.0,Moderate
EMP_04997,Data Science,Autocratic/Micromanagement,4.4,3.81,4.1,3.43,3.53,3,3.5,3.9,Low
EMP_04998,Marketing,Supportive,3.54,4.11,3.29,3.79,1.49,4,1.6,48.4,Moderate
EMP_04999,Sales,Supportive,4.21,4.44,2.97,3.74,3.51,1,6.2,41.8,Low
EMP_05000,Product Management,Supportive,3.81,3.46,2.73,3.44,1.75,1,1.5,61.0,Moderate
EMP_05001,Data Science,Democratic,4.05,4.65,3.46,3.35,1.17,4,9.3,73.2,Moderate
EMP_05002,Data Science,Supportive,4.11,4.03,4.68,3.99,4.0,3,0.8,45.8,Moderate
EMP_05003,Sales,Supportive,4.0,3.97,3.12,3.4,2.25,4,1.6,47.3,Moderate
EMP_05004,Data Science,Supportive,2.56,3.41,2.95,3.78,2.32,4,2.0,45.4,Moderate
EMP_05005,HR,Supportive,3.68,3.66,4.25,3.78,1.39,4,0.8,57.4,Moderate
EMP_05006,Product Management,Supportive,2.85,4.3,3.21,3.45,3.39,5,2.6,44.2,Low
EMP_05007,HR,Democratic,3.19,4.51,3.17,3.4,3.62,4,6.3,40.1,Low
EMP_05008,Engineering,Democratic,3.44,3.52,3.06,3.71,2.34,5,2.5,44.8,Low
EMP_05009,Engineering,Supportive,3.12,3.53,3.65,4.44,2.87,2,15.7,48.5,Moderate
EMP_05010,Data Science,Autocratic/Micromanagement,3.45,3.65,2.27,3.99,2.11,4,4.9,37.3,Low
EMP_05011,Engineering,Autocratic/Micromanagement,2.97,3.81,2.26,4.24,2.93,4,8.0,42.0,Low
EMP_05012,Engineering,Supportive,3.41,4.25,2.87,4.04,2.6,3,1.0,66.5,Moderate
EMP_05013,Marketing,Autocratic/Micromanagement,4.13,4.18,3.29,2.77,1.56,3,7.6,27.2,Low
EMP_05014,Sales,Autocratic/Micromanagement,4.68,4.02,1.89,4.09,1.0,2,4.6,23.9,Low
EMP_05015,Marketing,Autocratic/Micromanagement,3.29,3.59,3.13,3.4,2.13,5,7.5,49.5,Moderate
EMP_05016,Engineering,Democratic,4.27,3.99,3.09,4.19,2.7,2,1.1,47.3,Moderate
EMP_05017,Product Management,Democratic,4.12,3.54,3.01,3.61,2.56,4,1.3,40.5,Low
EMP_05018,Engineering,Supportive,3.22,3.27,3.22,2.46,2.61,5,5.0,54.7,Moderate
EMP_05019,Engineering,Supportive,3.77,4.03,2.95,3.83,3.32,3,1.2,47.2,Moderate
EMP_05020,Product Management,Democratic,4.98,4.19,3.99,2.94,1.39,2,4.4,44.7,Low
EMP_05021,Sales,Supportive,4.42,3.95,1.9,2.79,3.24,2,2.8,31.4,Low
EMP_05022,Engineering,Supportive,3.11,4.34,3.72,4.17,3.66,2,6.6,54.8,Moderate
EMP_05023,HR,Supportive,4.2,4.19,3.75,3.57,1.95,5,4.3,58.1,Moderate
EMP_05024,Engineering,Autocratic/Micromanagement,4.36,3.91,3.01,4.92,1.39,4,1.6,25.9,Low
EMP_05025,Data Science,Supportive,3.06,3.94,3.8,3.76,2.23,2,2.5,57.9,Moderate
EMP_05026,Engineering,Supportive,4.0,3.86,2.83,3.34,1.0,2,0.8,57.7,Moderate
EMP_05027,Product Management,Autocratic/Micromanagement,4.58,2.82,2.91,4.17,3.6,5,9.0,12.9,Low
EMP_05028,Product Management,Democratic,4.55,3.57,2.67,4.01,2.16,3,9.2,51.3,Moderate
EMP_05029,Sales,Democratic,3.51,3.72,3.45,3.69,2.75,5,2.5,39.6,Low
EMP_05030,Marketing,Supportive,3.55,3.4,2.2,3.4,2.68,4,7.2,48.4,Moderate
EMP_05031,Data Science,Supportive,4.27,3.89,4.35,3.42,1.82,4,7.1,51.3,Moderate
EMP_05032,Marketing,Supportive,4.17,3.8,4.32,3.49,2.67,4,10.6,50.5,Moderate
EMP_05033,Sales,Supportive,4.04,4.49,3.16,4.18,3.86,3,3.2,42.7,Low
EMP_05034,Marketing,Democratic,4.4,4.07,4.03,3.4,4.81,4,12.8,30.5,Low
EMP_05035,Engineering,Democratic,3.48,4.03,3.13,3.09,2.57,5,0.5,47.6,Moderate
EMP_05036,Data Science,Supportive,3.39,4.42,4.2,3.93,2.88,3,5.8,64.6,Moderate
EMP_05037,Product Management,Democratic,2.72,4.63,4.3,2.73,2.43,3,1.5,41.5,Low
EMP_05038,Product Management,Supportive,2.73,3.9,3.4,4.91,3.52,3,9.0,49.4,Moderate
EMP_05039,Sales,Democratic,3.99,4.63,2.19,3.41,2.64,4,0.5,32.5,Low
EMP_05040,Marketing,Autocratic/Micromanagement,4.22,3.86,2.37,2.39,2.93,4,3.9,23.4,Low
EMP_05041,Marketing,Democratic,3.03,4.0,3.06,4.48,2.88,4,0.5,36.9,Low
EMP_05042,Data Science,Democratic,4.45,3.53,4.1,3.17,2.2,3,2.0,44.5,Low
EMP_05043,Sales,Supportive,4.02,3.84,3.39,3.58,4.03,4,0.5,41.7,Low
EMP_05044,Marketing,Supportive,3.31,3.78,4.04,3.35,3.47,4,0.5,38.0,Low
EMP_05045,Engineering,Supportive,2.95,3.49,3.05,2.65,1.44,2,2.4,52.0,Moderate
EMP_05046,Sales,Democratic,4.59,2.89,3.21,3.92,2.33,4,0.5,49.9,Moderate
EMP_05047,Product Management,Supportive,3.93,5.0,3.27,3.66,2.02,5,1.1,51.8,Moderate
EMP_05048,Engineering,Autocratic/Micromanagement,4.01,4.05,2.17,4.81,3.02,3,3.7,27.1,Low
EMP_05049,Engineering,Autocratic/Micromanagement,3.5,4.08,4.85,4.54,2.94,3,1.8,46.6,Moderate
EMP_05050,Marketing,Supportive,3.11,3.26,4.34,4.27,3.23,3,7.8,45.1,Moderate
EMP_05051,Data Science,Supportive,4.38,4.51,3.84,3.45,2.29,2,2.2,67.5,Moderate
EMP_05052,Engineering,Supportive,2.55,2.98,3.18,4.52,3.14,1,1.2,53.3,Moderate
EMP_05053,HR,Democratic,3.75,3.33,2.78,3.26,2.42,3,3.4,42.8,Low
EMP_05054,Marketing,Supportive,3.81,4.76,3.8,4.08,2.74,5,2.7,47.7,Moderate
EMP_05055,Product Management,Democratic,3.15,4.31,3.1,5.0,1.91,3,2.6,44.7,Low
EMP_05056,Data Science,Democratic,4.79,3.44,2.77,4.18,2.23,2,1.0,45.6,Moderate
EMP_05057,Engineering,Autocratic/Micromanagement,3.8,3.33,2.77,4.33,2.46,5,4.2,45.7,Moderate
EMP_05058,Data Science,Democratic,3.23,3.0,3.1,3.54,3.31,3,2.1,45.0,Moderate
EMP_05059,Data Science,Democratic,2.79,3.95,3.56,3.13,1.39,5,5.3,55.2,Moderate
EMP_05060,Sales,Supportive,2.77,3.54,3.25,4.83,2.82,5,1.2,46.7,Moderate
EMP_05061,Marketing,Supportive,3.74,4.16,3.01,3.03,2.49,5,1.7,54.9,Moderate
EMP_05062,Data Science,Supportive,4.72,4.75,2.09,3.7,1.0,4,4.8,70.4,Moderate
EMP_05063,Data Science,Democratic,4.42,3.52,3.15,3.92,2.03,4,1.5,39.2,Low
EMP_05064,Data Science,Democratic,2.76,3.25,4.15,3.98,2.12,1,0.5,43.2,Low
EMP_05065,Data Science,Supportive,3.7,3.01,3.11,4.2,3.3,4,10.6,49.2,Moderate
EMP_05066,Marketing,Supportive,3.36,4.42,1.64,3.53,1.03,2,5.4,54.0,Moderate
EMP_05067,Sales,Democratic,4.16,3.56,2.74,3.2,3.51,4,17.3,36.7,Low
EMP_05068,Sales,Democratic,2.64,3.54,3.25,4.07,2.85,4,0.5,45.6,Moderate
EMP_05069,Engineering,Autocratic/Micromanagement,4.58,4.11,3.74,3.93,2.47,3,2.4,27.5,Low
EMP_05070,Sales,Democratic,2.66,3.93,2.99,4.21,1.65,2,0.9,41.4,Low
EMP_05071,Engineering,Democratic,3.6,3.2,2.36,3.1,1.26,4,2.7,51.0,Moderate
EMP_05072,Sales,Supportive,3.04,3.93,2.53,2.82,1.51,3,2.4,53.9,Moderate
EMP_05073,HR,Democratic,3.5,3.9,2.34,3.96,1.86,4,6.5,49.6,Moderate
EMP_05074,Product Management,Democratic,3.82,5.0,2.96,3.62,2.03,3,5.4,43.0,Low
EMP_05075,Engineering,Democratic,3.07,4.31,3.96,3.35,2.39,3,2.1,54.2,Moderate
EMP_05076,Data Science,Democratic,2.81,4.87,1.55,3.73,2.83,5,20.0,61.3,Moderate
EMP_05077,Engineering,Democratic,2.35,3.58,3.21,3.62,2.36,3,0.5,37.1,Low
EMP_05078,Sales,Democratic,3.32,3.35,3.34,3.87,1.0,5,1.0,55.6,Moderate
EMP_05079,Marketing,Democratic,3.04,4.47,2.12,2.78,1.97,1,2.0,44.2,Low
EMP_05080,Marketing,Supportive,3.54,2.87,4.02,3.97,1.34,2,2.6,58.2,Moderate
EMP_05081,Engineering,Democratic,3.56,3.5,2.89,3.69,1.0,4,1.3,52.4,Moderate
EMP_05082,Engineering,Democratic,3.4,3.7,2.93,4.07,3.09,3,2.1,43.1,Low
EMP_05083,Marketing,Supportive,3.28,4.28,3.55,2.36,3.15,3,0.5,45.2,Moderate
EMP_05084,Data Science,Supportive,3.43,4.07,2.14,3.71,2.16,4,3.8,58.9,Moderate
EMP_05085,Engineering,Democratic,4.15,4.02,3.31,4.21,1.08,4,7.7,50.0,Moderate
EMP_05086,Marketing,Autocratic/Micromanagement,3.52,4.37,2.56,3.54,1.0,3,5.8,48.1,Moderate
EMP_05087,Marketing,Autocratic/Micromanagement,3.56,3.86,2.94,3.24,1.88,3,4.0,43.4,Low
EMP_05088,Marketing,Autocratic/Micromanagement,4.17,3.88,2.32,3.67,1.25,3,3.0,29.0,Low
EMP_05089,Data Science,Supportive,3.65,3.82,1.98,3.96,2.39,4,2.4,43.8,Low
EMP_05090,Marketing,Supportive,4.4,3.92,2.78,3.8,2.41,3,0.5,57.2,Moderate
EMP_05091,Sales,Democratic,3.46,3.3,2.96,3.72,3.27,5,6.0,43.3,Low
EMP_05092,Sales,Democratic,3.78,3.8,3.52,2.83,2.97,4,3.4,35.3,Low
EMP_05093,Marketing,Democratic,4.05,3.89,3.61,2.9,3.63,1,5.4,45.9,Moderate
EMP_05094,HR,Democratic,2.42,3.5,3.24,4.6,2.24,4,4.8,48.7,Moderate
EMP_05095,Sales,Supportive,5.0,3.92,3.04,3.29,2.42,3,5.4,47.0,Moderate
EMP_05096,Data Science,Democratic,4.03,4.35,2.33,2.55,3.93,3,1.0,47.3,Moderate
EMP_05097,Sales,Autocratic/Micromanagement,2.76,3.99,2.73,3.24,2.93,4,2.8,44.3,Low
EMP_05098,Engineering,Supportive,2.3,4.37,2.74,3.34,3.02,3,1.1,66.3,Moderate
EMP_05099,Engineering,Democratic,3.26,4.41,3.51,3.7,3.09,3,0.5,49.8,Moderate
EMP_05100,Sales,Supportive,3.39,3.84,3.71,3.4,2.51,2,2.3,51.7,Moderate
EMP_05101,Engineering,Democratic,4.36,3.72,3.17,3.59,3.47,4,4.7,47.1,Moderate
EMP_05102,Sales,Autocratic/Micromanagement,3.52,3.65,3.14,3.33,2.63,2,0.5,37.2,Low
EMP_05103,Product Management,Supportive,3.98,3.34,2.82,2.63,1.43,4,0.5,56.9,Moderate
EMP_05104,Sales,Supportive,3.74,3.87,4.08,4.23,1.47,4,0.5,67.9,Moderate
EMP_05105,Data Science,Autocratic/Micromanagement,5.0,4.27,3.34,3.69,3.12,4,5.9,39.0,Low
EMP_05106,Sales,Autocratic/Micromanagement,4.4,4.36,3.77,4.25,3.0,3,4.2,19.1,Low
EMP_05107,Data Science,Autocratic/Micromanagement,3.02,4.81,4.45,4.08,2.88,5,4.4,52.2,Moderate
EMP_05108,Data Science,Autocratic/Micromanagement,4.76,3.21,3.84,3.72,2.98,3,5.1,12.6,Low
EMP_05109,Marketing,Supportive,2.59,3.7,2.9,4.52,2.66,5,8.1,46.2,Moderate
EMP_05110,Sales,Autocratic/Micromanagement,4.84,3.78,3.21,2.57,1.46,3,0.5,25.8,Low
EMP_05111,Marketing,Supportive,2.77,4.46,2.28,3.82,3.53,3,0.5,56.7,Moderate
EMP_05112,Sales,Democratic,2.66,3.15,3.1,2.85,2.9,3,6.2,35.7,Low
EMP_05113,Product Management,Supportive,4.07,3.97,1.73,3.74,2.71,4,2.7,41.8,Low
EMP_05114,Engineering,Autocratic/Micromanagement,2.56,3.17,4.13,3.38,2.66,2,10.8,44.5,Low
EMP_05115,Engineering,Democratic,3.48,4.21,3.06,2.59,2.1,5,6.2,52.5,Moderate
EMP_05116,Product Management,Democratic,3.4,3.87,1.78,4.12,3.25,2,0.7,35.3,Low
EMP_05117,Engineering,Democratic,4.37,3.7,3.33,2.14,1.97,4,17.9,47.0,Moderate
EMP_05118,HR,Autocratic/Micromanagement,3.46,4.62,2.61,3.39,1.71,3,9.3,43.7,Low
EMP_05119,Engineering,Supportive,3.99,3.44,3.67,3.27,3.81,3,9.6,42.9,Low
EMP_05120,Engineering,Autocratic/Micromanagement,3.81,4.1,2.78,3.83,2.78,2,8.0,37.2,Low
EMP_05121,Data Science,Democratic,3.77,3.91,2.62,3.69,3.0,4,5.3,39.7,Low
EMP_05122,Marketing,Supportive,3.81,4.17,3.46,3.26,1.0,4,3.7,62.7,Moderate
EMP_05123,Engineering,Democratic,4.06,4.15,3.76,3.43,2.26,3,5.6,47.5,Moderate
EMP_05124,Product Management,Supportive,3.32,3.7,4.41,3.48,2.26,5,2.4,50.8,Moderate
EMP_05125,Sales,Supportive,3.5,3.77,3.66,3.94,2.39,3,0.7,51.9,Moderate
EMP_05126,Product Management,Supportive,2.99,3.99,2.09,3.46,4.2,4,8.2,48.2,Moderate
EMP_05127,Data Science,Supportive,3.94,3.31,3.09,3.67,3.17,2,3.5,48.1,Moderate
EMP_05128,Data Science,Autocratic/Micromanagement,2.84,3.18,4.13,4.32,3.22,4,6.9,36.1,Low
EMP_05129,Data Science,Supportive,3.54,4.06,3.19,4.14,1.0,5,0.5,57.6,Moderate
EMP_05130,HR,Supportive,2.72,4.21,3.11,3.3,2.44,4,4.3,46.6,Moderate
EMP_05131,Sales,Autocratic/Micromanagement,4.72,3.71,2.99,4.07,3.32,4,1.4,13.3,Low
EMP_05132,Sales,Autocratic/Micromanagement,4.07,3.86,3.98,4.45,3.82,3,0.6,7.6,Low
EMP_05133,Sales,Supportive,4.24,3.52,3.01,3.67,2.76,4,0.6,50.5,Moderate
EMP_05134,Data Science,Supportive,3.9,4.79,2.93,3.77,4.88,2,4.1,60.2,Moderate
EMP_05135,Engineering,Democratic,3.41,4.88,2.34,3.47,3.49,4,5.1,56.8,Moderate
EMP_05136,Marketing,Supportive,3.11,3.58,2.71,3.58,2.25,3,2.9,56.1,Moderate
EMP_05137,Engineering,Supportive,3.13,4.31,2.05,3.26,2.79,4,1.9,66.2,Moderate
EMP_05138,Engineering,Autocratic/Micromanagement,3.06,4.13,4.06,3.52,2.73,4,2.0,42.2,Low
EMP_05139,Marketing,Supportive,2.8,3.63,3.05,3.92,1.36,1,3.2,57.5,Moderate
EMP_05140,Product Management,Supportive,2.3,4.23,2.82,2.95,2.6,4,11.7,60.9,Moderate
EMP_05141,HR,Supportive,3.64,3.92,3.22,2.22,4.25,3,0.8,44.1,Low
EMP_05142,Data Science,Supportive,4.03,3.84,2.79,4.11,1.75,4,0.7,54.0,Moderate
EMP_05143,Engineering,Supportive,3.46,5.0,3.64,3.5,2.69,4,2.3,62.4,Moderate
EMP_05144,Product Management,Democratic,3.9,4.08,2.57,3.58,4.25,4,4.7,35.8,Low
EMP_05145,Engineering,Democratic,3.93,2.62,3.11,3.62,3.25,3,5.5,24.6,Low
EMP_05146,Engineering,Supportive,4.12,3.64,3.15,3.53,2.74,3,3.6,49.2,Moderate
EMP_05147,HR,Supportive,3.34,4.03,4.08,3.86,3.45,3,9.2,40.0,Low
EMP_05148,Engineering,Supportive,4.14,4.44,1.97,3.18,1.0,3,1.0,75.9,High
EMP_05149,Data Science,Democratic,3.11,3.4,2.25,3.48,1.13,4,1.2,38.7,Low
EMP_05150,Data Science,Supportive,3.81,3.19,2.88,3.22,2.59,5,3.4,47.3,Moderate
EMP_05151,Data Science,Democratic,3.66,3.77,3.82,3.71,2.68,4,8.6,45.0,Moderate
EMP_05152,Data Science,Supportive,3.14,3.65,2.62,5.0,2.06,3,1.0,52.1,Moderate
EMP_05153,Marketing,Democratic,3.08,3.49,2.82,4.54,4.27,5,3.7,34.6,Low
EMP_05154,Sales,Supportive,4.57,3.97,3.54,3.49,3.35,4,6.0,44.8,Low
EMP_05155,Sales,Democratic,4.19,4.09,3.13,4.65,1.53,4,3.9,47.0,Moderate
EMP_05156,Engineering,Democratic,4.28,4.72,2.6,3.56,1.61,4,0.6,60.5,Moderate
EMP_05157,Marketing,Democratic,4.15,4.95,3.31,3.85,3.92,4,0.5,32.0,Low
EMP_05158,Engineering,Democratic,4.06,3.89,4.54,2.4,2.03,4,3.7,42.2,Low
EMP_05159,HR,Democratic,4.62,2.99,3.02,4.24,2.2,4,2.0,41.6,Low
EMP_05160,Engineering,Supportive,3.58,3.7,3.91,4.29,2.89,2,11.7,48.8,Moderate
EMP_05161,Product Management,Supportive,3.74,4.09,3.33,3.72,2.35,4,1.7,55.5,Moderate
EMP_05162,Engineering,Democratic,3.79,3.81,1.66,3.3,1.92,4,1.9,46.4,Moderate
EMP_05163,HR,Democratic,3.16,4.2,3.1,3.2,2.32,5,1.8,41.8,Low
EMP_05164,Sales,Autocratic/Micromanagement,3.61,3.01,2.59,2.59,3.11,1,7.6,41.9,Low
EMP_05165,Sales,Autocratic/Micromanagement,3.62,4.6,3.55,4.32,2.45,4,9.3,38.3,Low
EMP_05166,Sales,Autocratic/Micromanagement,3.67,4.3,2.84,3.9,2.95,3,0.5,37.7,Low
EMP_05167,Marketing,Democratic,3.56,4.04,3.07,4.01,2.07,1,1.4,39.7,Low
EMP_05168,Data Science,Autocratic/Micromanagement,4.02,3.64,2.6,3.13,1.56,2,0.5,32.9,Low
EMP_05169,Engineering,Supportive,4.14,3.63,3.5,3.74,3.14,1,3.9,35.4,Low
EMP_05170,Data Science,Democratic,2.69,3.85,3.72,3.32,3.2,2,1.1,48.4,Moderate
EMP_05171,Sales,Supportive,3.6,4.38,2.36,3.99,2.06,4,10.7,27.6,Low
EMP_05172,Marketing,Supportive,3.64,4.89,3.01,2.49,1.66,1,4.2,56.0,Moderate
EMP_05173,HR,Supportive,3.42,3.88,2.93,3.72,3.18,2,1.7,45.3,Moderate
EMP_05174,Marketing,Democratic,2.95,4.26,3.33,3.96,2.5,3,4.6,37.3,Low
EMP_05175,Engineering,Autocratic/Micromanagement,3.47,4.28,3.6,4.52,1.57,4,9.5,66.6,Moderate
EMP_05176,Sales,Supportive,2.66,4.08,2.53,3.63,2.58,2,4.2,47.8,Moderate
EMP_05177,Marketing,Supportive,3.6,3.94,2.86,2.35,2.88,4,2.8,46.1,Moderate
EMP_05178,Data Science,Democratic,3.35,3.69,1.58,4.03,3.93,4,0.5,34.0,Low
EMP_05179,Engineering,Autocratic/Micromanagement,2.66,3.76,3.43,5.0,4.9,3,1.4,34.3,Low
EMP_05180,Data Science,Supportive,3.52,3.69,2.26,3.24,3.21,5,0.6,39.7,Low
EMP_05181,HR,Supportive,3.75,4.33,2.67,3.64,2.18,1,5.0,57.2,Moderate
EMP_05182,Sales,Supportive,3.27,3.97,1.76,3.94,3.09,3,0.5,31.6,Low
EMP_05183,Sales,Supportive,3.12,3.49,2.83,3.36,4.64,5,6.8,34.1,Low
EMP_05184,HR,Supportive,3.52,3.75,2.31,4.0,1.31,2,4.3,55.8,Moderate
EMP_05185,Product Management,Supportive,4.23,4.11,2.18,3.02,2.63,2,9.3,52.7,Moderate
EMP_05186,Marketing,Autocratic/Micromanagement,2.7,3.54,3.31,3.47,2.31,4,1.3,48.8,Moderate
EMP_05187,Engineering,Supportive,3.31,3.07,3.74,3.73,3.49,4,0.5,55.0,Moderate
EMP_05188,Sales,Democratic,2.5,4.35,2.73,3.99,2.44,5,3.1,41.0,Low
EMP_05189,Product Management,Supportive,4.7,4.34,3.81,4.17,3.39,1,10.7,42.5,Low
EMP_05190,Data Science,Supportive,3.85,4.75,2.77,3.42,2.4,4,2.7,59.4,Moderate
EMP_05191,Engineering,Democratic,5.0,4.19,2.75,4.25,4.11,4,1.8,32.6,Low
EMP_05192,Data Science,Democratic,4.29,3.62,2.56,3.75,1.44,3,3.4,41.8,Low
EMP_05193,Engineering,Democratic,3.8,3.84,2.89,3.55,1.44,4,1.5,41.3,Low
EMP_05194,Sales,Supportive,3.68,3.9,3.1,3.89,1.71,5,0.5,55.6,Moderate
EMP_05195,Engineering,Democratic,5.0,3.14,3.09,3.73,1.3,5,1.3,42.3,Low
EMP_05196,Marketing,Democratic,4.29,4.03,2.78,4.34,3.58,5,0.5,37.3,Low
EMP_05197,Engineering,Autocratic/Micromanagement,4.38,4.35,3.01,3.68,2.49,3,11.3,38.5,Low
EMP_05198,Data Science,Democratic,4.52,3.16,1.98,4.3,3.35,1,1.0,41.2,Low
EMP_05199,Data Science,Supportive,3.79,3.93,2.4,3.35,2.1,5,4.7,55.1,Moderate
EMP_05200,HR,Supportive,2.31,4.43,3.02,3.9,3.68,4,1.2,47.1,Moderate
EMP_05201,Product Management,Autocratic/Micromanagement,3.81,3.36,2.78,4.05,2.78,4,2.3,47.5,Moderate
EMP_05202,Sales,Democratic,3.86,3.84,2.64,4.34,3.68,4,7.2,36.4,Low
EMP_05203,Engineering,Supportive,3.0,3.89,1.86,3.11,2.97,4,3.5,46.4,Moderate
EMP_05204,HR,Supportive,3.31,3.2,3.3,2.63,1.53,3,4.9,63.8,Moderate
EMP_05205,Sales,Supportive,3.67,5.0,3.63,4.6,4.35,4,6.5,40.3,Low
EMP_05206,HR,Democratic,1.89,3.86,1.93,3.93,1.77,3,0.5,44.5,Low
EMP_05207,Marketing,Supportive,4.79,3.46,3.84,3.35,1.35,3,16.5,57.6,Moderate
EMP_05208,Sales,Democratic,3.61,3.77,2.73,2.94,4.25,4,0.7,29.4,Low
EMP_05209,Sales,Autocratic/Micromanagement,4.46,3.4,3.29,3.39,2.17,4,0.9,24.2,Low
EMP_05210,Data Science,Supportive,3.99,3.8,3.28,4.66,2.54,3,0.5,49.0,Moderate
EMP_05211,HR,Democratic,3.61,4.17,2.72,4.07,3.47,3,14.7,33.1,Low
EMP_05212,Engineering,Supportive,4.21,4.2,3.63,3.23,2.22,3,0.9,68.3,Moderate
EMP_05213,Data Science,Autocratic/Micromanagement,3.14,3.78,1.97,3.82,2.65,5,2.4,44.3,Low
EMP_05214,Data Science,Autocratic/Micromanagement,3.93,2.9,2.98,3.88,1.81,5,6.5,55.2,Moderate
EMP_05215,Sales,Autocratic/Micromanagement,3.56,2.7,3.22,4.12,3.17,3,0.8,34.1,Low
EMP_05216,Engineering,Supportive,5.0,4.09,2.49,3.77,2.62,3,2.7,51.2,Moderate
EMP_05217,Data Science,Supportive,4.31,4.4,2.82,2.99,2.04,2,4.3,66.0,Moderate
EMP_05218,Marketing,Supportive,2.9,3.33,3.45,4.03,1.4,3,3.9,55.9,Moderate
EMP_05219,Marketing,Autocratic/Micromanagement,4.32,4.4,2.9,3.89,3.38,5,3.6,14.0,Low
EMP_05220,Sales,Democratic,3.26,4.14,2.37,3.59,1.87,4,0.5,30.0,Low
EMP_05221,Engineering,Democratic,3.76,3.97,3.67,3.3,2.82,5,3.3,44.7,Low
EMP_05222,HR,Supportive,4.41,4.24,4.41,3.95,2.07,3,7.3,64.0,Moderate
EMP_05223,Sales,Supportive,4.64,4.11,1.12,4.24,2.6,4,6.7,30.8,Low
EMP_05224,Engineering,Autocratic/Micromanagement,3.54,4.1,1.72,3.66,2.9,3,3.1,37.7,Low
EMP_05225,Sales,Supportive,4.58,2.99,4.76,3.1,2.68,4,1.3,57.1,Moderate
EMP_05226,Marketing,Democratic,3.47,3.51,3.75,3.39,2.08,5,0.5,40.4,Low
EMP_05227,Engineering,Autocratic/Micromanagement,3.45,3.4,2.02,3.69,3.64,3,6.3,42.3,Low
EMP_05228,Engineering,Democratic,4.27,4.24,2.67,4.34,3.45,4,0.7,51.6,Moderate
EMP_05229,Sales,Supportive,3.97,3.51,2.58,4.04,3.49,3,3.3,50.1,Moderate
EMP_05230,Sales,Democratic,4.26,4.41,2.32,3.26,3.11,3,0.5,20.3,Low
EMP_05231,Data Science,Democratic,3.68,4.17,3.85,2.99,2.2,3,10.7,41.6,Low
EMP_05232,Marketing,Democratic,3.07,4.46,3.62,2.89,3.73,5,0.5,41.2,Low
EMP_05233,Marketing,Autocratic/Micromanagement,4.46,4.06,3.35,4.1,1.69,4,0.6,23.3,Low
EMP_05234,Engineering,Democratic,4.75,4.33,3.6,4.8,2.74,5,7.3,57.7,Moderate
EMP_05235,Product Management,Supportive,3.23,3.26,3.86,3.37,2.34,4,4.4,48.7,Moderate
EMP_05236,Engineering,Autocratic/Micromanagement,4.37,4.31,3.49,3.02,1.76,5,5.0,33.1,Low
EMP_05237,HR,Democratic,4.19,3.92,3.11,5.0,3.37,3,2.5,36.2,Low
EMP_05238,Engineering,Autocratic/Micromanagement,2.77,2.45,3.45,3.61,3.78,5,0.5,8.9,Low
EMP_05239,Engineering,Supportive,3.6,3.56,2.07,3.62,1.94,3,1.6,49.1,Moderate
EMP_05240,HR,Autocratic/Micromanagement,2.95,3.57,2.85,4.2,2.32,4,3.5,39.9,Low
EMP_05241,Engineering,Supportive,3.72,3.29,2.15,4.1,1.74,4,0.5,50.5,Moderate
EMP_05242,Sales,Supportive,4.35,4.84,3.14,3.41,3.12,3,7.5,47.2,Moderate
EMP_05243,HR,Democratic,2.84,3.7,3.39,4.43,2.0,2,14.8,36.6,Low
EMP_05244,Engineering,Democratic,4.0,4.18,3.4,3.26,2.69,4,6.6,42.7,Low
EMP_05245,Engineering,Autocratic/Micromanagement,3.25,4.3,2.07,3.61,2.74,3,4.1,48.9,Moderate
EMP_05246,HR,Autocratic/Micromanagement,4.03,3.5,2.45,3.31,3.36,4,0.5,22.5,Low
EMP_05247,Product Management,Democratic,3.29,3.74,3.43,4.21,2.21,5,2.2,48.7,Moderate
EMP_05248,Sales,Democratic,4.15,4.27,4.17,3.85,2.05,3,0.5,53.3,Moderate
EMP_05249,Engineering,Democratic,4.03,3.61,2.47,2.82,2.33,3,12.2,42.3,Low
EMP_05250,Sales,Autocratic/Micromanagement,3.61,4.39,4.32,2.78,2.46,1,1.7,60.5,Moderate
EMP_05251,Product Management,Supportive,3.04,3.26,3.7,3.9,3.04,4,7.9,40.6,Low
EMP_05252,Product Management,Supportive,3.88,3.93,3.52,3.18,3.21,4,20.0,47.7,Moderate
EMP_05253,Engineering,Democratic,3.74,4.24,1.8,3.92,3.31,3,1.5,44.0,Low
EMP_05254,Sales,Supportive,3.69,3.73,3.69,3.85,1.67,2,4.4,57.0,Moderate
EMP_05255,Engineering,Autocratic/Micromanagement,4.36,3.94,2.41,4.09,3.65,3,2.6,18.4,Low
