employee_id,department,manager_leadership_style,pers_openness,pers_conscientiousness,pers_extraversion,pers_agreeableness,pers_neuroticism,work_flexibility_preference,years_at_company,p_o_fit_score,fit_eligibility_class
EMP_2503,Sales,Supportive,4.44,3.0,4.81,3.4,1.64,1,0.5,62.0,Moderate
EMP_2504,Product,Supportive,3.61,4.91,2.78,3.24,1.73,3,2.0,54.8,Moderate
EMP_2505,Engineering,Democratic,3.3,3.99,2.37,2.82,2.26,4,1.5,42.8,Low
EMP_2506,Engineering,Autocratic/Micromanagement,4.33,4.08,2.29,4.44,3.47,3,4.2,31.0,Low
EMP_2507,Product,Democratic,3.68,3.74,3.03,3.53,2.93,4,13.2,36.6,Low
EMP_2508,Sales,Supportive,3.07,3.81,2.4,4.15,1.51,4,0.8,50.4,Moderate
EMP_2509,HR,Democratic,4.41,3.71,4.54,4.13,3.02,5,1.0,38.0,Low
EMP_2510,Product,Autocratic/Micromanagement,3.74,4.41,3.37,2.92,2.03,1,1.4,29.7,Low
EMP_2511,Engineering,Autocratic/Micromanagement,3.6,3.8,3.98,4.23,2.28,3,2.2,43.6,Low
EMP_2512,Product,Autocratic/Micromanagement,3.72,4.26,2.96,3.8,3.48,3,4.2,37.1,Low
EMP_2513,Sales,Supportive,2.85,3.54,2.29,2.88,3.31,5,1.5,35.9,Low
EMP_2514,Sales,Supportive,3.23,3.92,2.15,3.77,3.57,4,0.5,31.9,Low
EMP_2515,Marketing,Democratic,3.6,3.32,2.47,2.89,2.68,3,4.6,33.4,Low
EMP_2516,Product,Autocratic/Micromanagement,3.46,4.53,3.48,4.46,3.41,2,5.5,39.1,Low
EMP_2517,Engineering,Supportive,4.49,3.3,3.62,3.99,2.23,3,1.0,50.5,Moderate
EMP_2518,Sales,Supportive,3.75,3.61,3.68,3.46,2.49,3,0.5,54.0,Moderate
EMP_2519,Marketing,Autocratic/Micromanagement,4.2,3.61,2.01,4.26,2.44,4,2.6,28.8,Low
EMP_2520,Marketing,Supportive,3.61,3.59,3.2,2.55,2.72,3,0.8,47.2,Moderate
EMP_2521,Marketing,Supportive,4.34,4.23,2.38,3.05,1.67,3,1.6,56.9,Moderate
EMP_2522,Engineering,Democratic,3.88,3.61,3.52,3.35,2.52,1,5.3,43.8,Low
EMP_2523,Data Science,Democratic,3.61,4.64,3.58,4.84,3.86,1,0.9,48.4,Moderate
EMP_2524,Data Science,Democratic,3.59,3.31,2.26,2.86,1.83,3,5.7,51.6,Moderate
EMP_2525,HR,Supportive,2.93,3.9,3.97,2.48,1.64,3,3.9,57.8,Moderate
EMP_2526,Data Science,Democratic,3.95,3.33,5.0,2.63,1.7,4,0.9,39.4,Low
EMP_2527,Engineering,Democratic,3.57,4.05,3.87,4.04,4.83,4,2.6,44.6,Low
EMP_2528,Product,Democratic,3.25,3.79,3.07,3.14,3.07,1,3.3,40.5,Low
EMP_2529,Engineering,Democratic,4.37,3.71,2.95,3.4,2.48,3,0.8,48.4,Moderate
EMP_2530,Product,Supportive,2.72,4.51,3.03,3.96,2.75,5,0.5,50.7,Moderate
EMP_2531,Marketing,Supportive,3.3,3.41,2.59,3.41,2.88,3,2.7,48.5,Moderate
EMP_2532,HR,Supportive,4.32,4.15,3.4,3.62,2.19,3,4.1,56.5,Moderate
EMP_2533,Data Science,Supportive,3.82,3.34,2.29,3.82,2.29,3,2.2,48.6,Moderate
EMP_2534,Engineering,Democratic,3.57,3.87,1.69,3.24,2.57,3,0.5,33.5,Low
EMP_2535,Marketing,Autocratic/Micromanagement,3.78,3.08,3.38,3.4,2.12,2,9.1,44.0,Low
EMP_2536,HR,Democratic,3.73,3.4,3.22,3.65,2.38,2,4.2,37.4,Low
EMP_2537,Marketing,Autocratic/Micromanagement,2.54,3.75,2.74,4.02,2.98,2,3.4,50.2,Moderate
EMP_2538,Engineering,Supportive,3.36,4.89,2.17,3.02,1.9,4,3.6,67.7,Moderate
EMP_2539,HR,Democratic,4.73,3.86,3.43,1.69,4.79,3,1.8,32.0,Low
EMP_2540,HR,Supportive,3.14,4.79,2.41,3.91,3.3,5,14.6,42.0,Low
EMP_2541,Marketing,Supportive,3.38,3.93,3.09,4.06,1.68,5,0.5,58.8,Moderate
EMP_2542,HR,Supportive,3.22,3.57,4.61,3.62,1.0,4,4.7,55.4,Moderate
EMP_2543,HR,Democratic,3.54,4.72,3.72,3.66,2.15,4,1.9,39.7,Low
EMP_2544,Marketing,Autocratic/Micromanagement,3.19,4.06,2.1,3.16,3.25,1,7.5,34.9,Low
EMP_2545,Engineering,Supportive,3.94,3.41,2.18,3.8,3.09,4,4.4,39.6,Low
EMP_2546,Sales,Supportive,3.74,4.08,3.32,4.01,2.61,5,2.9,47.0,Moderate
EMP_2547,Engineering,Autocratic/Micromanagement,4.14,3.62,2.1,3.53,2.22,1,9.7,24.7,Low
EMP_2548,Sales,Supportive,2.86,2.61,1.6,4.99,1.98,3,8.5,28.4,Low
EMP_2549,Sales,Autocratic/Micromanagement,3.36,4.36,3.63,2.56,2.38,1,0.5,44.4,Low
EMP_2550,Engineering,Democratic,3.44,4.46,3.46,3.6,1.89,4,0.7,55.2,Moderate
EMP_2551,Data Science,Autocratic/Micromanagement,3.92,4.9,3.56,2.8,2.38,2,3.9,55.5,Moderate
EMP_2552,Engineering,Democratic,3.04,4.05,3.41,4.03,3.76,3,8.9,36.9,Low
EMP_2553,HR,Democratic,4.24,3.65,3.15,2.55,2.08,4,2.0,41.8,Low
EMP_2554,Product,Democratic,4.43,4.3,2.67,2.7,3.19,2,0.5,30.4,Low
EMP_2555,Engineering,Democratic,2.91,4.31,3.61,3.12,3.31,4,3.6,48.3,Moderate
EMP_2556,Product,Democratic,3.26,4.78,4.42,3.66,1.84,1,0.8,33.9,Low
EMP_2557,Sales,Supportive,3.23,3.77,2.8,3.14,2.03,2,2.8,31.5,Low
EMP_2558,Data Science,Democratic,5.0,3.7,2.38,3.15,3.56,3,1.7,33.2,Low
EMP_2559,Engineering,Democratic,3.3,3.37,2.29,3.39,1.96,4,2.9,39.8,Low
EMP_2560,Sales,Autocratic/Micromanagement,4.77,4.12,2.51,3.35,2.65,5,9.4,9.5,Low
EMP_2561,HR,Democratic,2.71,2.87,3.36,4.39,4.33,2,2.3,21.2,Low
EMP_2562,Marketing,Democratic,2.91,4.27,1.49,3.91,3.48,1,0.5,34.1,Low
EMP_2563,Engineering,Supportive,3.12,4.15,3.55,3.31,2.77,5,3.0,62.0,Moderate
EMP_2564,Engineering,Democratic,3.01,4.15,3.72,4.76,3.37,4,1.4,47.5,Moderate
EMP_2565,Sales,Democratic,3.41,3.88,1.76,3.79,2.66,2,5.3,18.5,Low
EMP_2566,Data Science,Autocratic/Micromanagement,3.1,4.72,2.42,2.92,3.51,4,2.2,54.7,Moderate
EMP_2567,Engineering,Autocratic/Micromanagement,3.03,4.32,3.26,3.65,1.06,5,4.7,70.5,Moderate
EMP_2568,Data Science,Supportive,4.41,3.44,3.09,3.82,2.59,1,8.4,39.8,Low
EMP_2569,HR,Autocratic/Micromanagement,4.46,3.45,3.62,3.09,1.03,1,1.6,22.7,Low
EMP_2570,Product,Supportive,4.26,3.27,3.09,2.87,2.83,3,15.0,42.2,Low
EMP_2571,Sales,Supportive,3.97,4.13,4.21,3.55,2.51,4,0.6,59.3,Moderate
EMP_2572,Product,Democratic,3.66,3.2,2.94,3.28,3.79,2,3.6,39.2,Low
EMP_2573,Data Science,Supportive,3.25,4.45,2.41,4.39,3.27,5,0.5,62.9,Moderate
EMP_2574,Sales,Democratic,2.93,4.59,2.35,3.94,2.28,4,0.8,24.0,Low
EMP_2575,Engineering,Supportive,3.85,3.27,3.79,3.12,2.38,4,3.5,49.4,Moderate
EMP_2576,Marketing,Supportive,2.78,3.69,3.22,3.76,3.0,2,0.5,44.9,Low
EMP_2577,Product,Democratic,2.9,3.81,3.71,4.26,2.24,5,0.5,43.6,Low
EMP_2578,Marketing,Democratic,4.41,4.33,3.69,2.66,2.67,3,1.2,42.3,Low
EMP_2579,Data Science,Autocratic/Micromanagement,4.93,4.77,1.58,2.89,3.75,3,3.0,33.1,Low
EMP_2580,Marketing,Democratic,3.88,2.79,2.29,3.49,2.04,5,0.5,29.8,Low
EMP_2581,Engineering,Democratic,4.37,3.61,2.38,3.52,2.34,5,2.3,39.5,Low
EMP_2582,Product,Supportive,3.43,3.64,2.55,3.47,2.45,3,3.4,48.0,Moderate
EMP_2583,Sales,Supportive,2.66,2.96,2.86,3.31,5.0,3,1.8,27.5,Low
EMP_2584,Sales,Supportive,4.03,3.51,4.0,3.3,3.19,1,0.5,58.8,Moderate
EMP_2585,Sales,Democratic,4.0,4.06,4.16,3.73,3.61,5,3.3,48.5,Moderate
EMP_2586,Marketing,Democratic,3.65,3.63,2.97,4.18,3.31,5,3.3,32.6,Low
EMP_2587,Engineering,Democratic,3.43,2.87,3.0,3.21,3.37,3,2.5,39.5,Low
EMP_2588,Marketing,Democratic,4.27,5.0,2.64,4.96,3.08,4,4.1,42.3,Low
EMP_2589,Engineering,Democratic,2.91,3.96,3.27,4.68,2.99,4,0.8,28.4,Low
EMP_2590,Marketing,Supportive,3.06,3.87,3.36,4.3,1.54,2,4.0,46.6,Moderate
EMP_2591,HR,Supportive,2.89,3.14,3.85,3.87,2.99,4,0.6,50.4,Moderate
EMP_2592,HR,Autocratic/Micromanagement,3.66,3.96,3.84,4.7,2.61,3,1.7,37.4,Low
EMP_2593,Sales,Democratic,2.84,3.7,1.36,3.33,3.14,4,0.5,26.0,Low
EMP_2594,Sales,Autocratic/Micromanagement,3.12,2.67,3.08,3.0,2.64,2,6.0,39.3,Low
EMP_2595,Engineering,Supportive,3.11,3.16,4.31,3.18,3.31,4,2.7,48.6,Moderate
EMP_2596,HR,Autocratic/Micromanagement,3.42,4.28,2.85,2.9,3.45,3,12.4,30.7,Low
EMP_2597,Data Science,Supportive,2.56,4.97,4.11,3.57,1.0,1,10.0,72.2,Moderate
EMP_2598,Sales,Supportive,3.66,4.02,2.95,3.68,2.35,2,15.0,36.1,Low
EMP_2599,Data Science,Autocratic/Micromanagement,4.47,4.46,3.34,3.62,1.21,4,0.5,38.1,Low
EMP_2600,Engineering,Supportive,3.69,3.71,2.29,3.49,2.89,2,3.3,52.0,Moderate
EMP_2601,Marketing,Democratic,4.68,3.75,2.32,3.58,2.46,4,1.8,29.5,Low
EMP_2602,Engineering,Supportive,4.53,4.45,3.78,4.54,3.78,3,2.7,59.0,Moderate
EMP_2603,Marketing,Democratic,4.14,4.8,3.91,3.87,2.87,4,1.3,30.6,Low
EMP_2604,Data Science,Autocratic/Micromanagement,3.65,4.58,3.22,4.05,2.31,3,0.5,49.5,Moderate
EMP_2605,Engineering,Supportive,3.62,3.16,2.22,3.61,3.45,3,4.3,49.4,Moderate
EMP_2606,Sales,Democratic,4.13,3.76,3.24,2.53,2.45,2,11.8,33.5,Low
EMP_2607,Engineering,Supportive,3.33,3.97,4.21,2.41,2.3,3,2.7,43.9,Low
EMP_2608,Data Science,Democratic,2.28,3.64,4.59,4.75,3.01,4,1.4,39.4,Low
EMP_2609,Marketing,Supportive,3.94,4.03,2.95,3.18,3.99,4,9.7,36.5,Low
EMP_2610,Engineering,Supportive,2.81,4.29,1.87,3.13,3.38,2,1.6,64.9,Moderate
EMP_2611,HR,Supportive,2.93,4.4,3.87,3.65,3.15,4,8.6,49.0,Moderate
EMP_2612,Engineering,Supportive,3.6,4.81,2.98,3.83,4.9,2,6.8,49.1,Moderate
EMP_2613,Engineering,Autocratic/Micromanagement,3.53,3.6,3.95,3.91,2.11,2,2.6,45.4,Moderate
EMP_2614,Marketing,Supportive,2.61,2.98,3.42,4.56,2.1,3,4.0,40.9,Low
EMP_2615,Data Science,Supportive,3.72,4.01,2.49,4.4,2.82,3,4.2,64.7,Moderate
EMP_2616,Engineering,Democratic,4.28,4.93,3.25,3.01,3.91,4,3.6,41.2,Low
EMP_2617,Data Science,Supportive,2.81,3.51,4.25,4.08,1.95,5,0.6,48.6,Moderate
EMP_2618,Data Science,Democratic,4.49,4.21,3.08,3.27,4.1,2,4.1,44.3,Low
EMP_2619,HR,Autocratic/Micromanagement,2.51,4.22,2.37,3.42,1.55,4,0.5,49.4,Moderate
EMP_2620,Data Science,Democratic,5.0,3.91,1.93,2.84,2.6,5,4.3,35.8,Low
EMP_2621,HR,Autocratic/Micromanagement,3.31,3.8,2.58,2.48,2.84,2,2.8,36.8,Low
EMP_2622,Product,Democratic,3.7,3.25,2.87,3.48,1.99,3,1.1,38.9,Low
EMP_2623,Sales,Supportive,2.28,2.43,3.86,2.93,2.2,2,5.7,45.2,Moderate
EMP_2624,Product,Democratic,3.56,3.13,2.3,4.06,3.34,4,1.8,29.8,Low
EMP_2625,Data Science,Democratic,3.76,3.57,4.44,3.33,3.85,4,2.3,34.2,Low
EMP_2626,Product,Democratic,3.54,4.46,2.13,3.69,1.01,4,0.5,45.3,Moderate
EMP_2627,Engineering,Autocratic/Micromanagement,3.21,3.74,5.0,4.32,2.84,3,1.8,41.0,Low
EMP_2628,Marketing,Democratic,2.94,3.49,4.58,2.61,2.61,4,0.6,37.0,Low
EMP_2629,Sales,Autocratic/Micromanagement,4.39,3.27,3.31,3.07,2.79,1,1.1,18.4,Low
EMP_2630,Data Science,Autocratic/Micromanagement,3.62,4.19,1.88,3.61,2.45,5,1.0,57.8,Moderate
EMP_2631,Marketing,Democratic,4.68,4.62,3.16,3.69,1.67,2,0.5,40.6,Low
EMP_2632,Marketing,Democratic,3.23,4.44,2.89,4.16,3.93,2,2.2,25.1,Low
EMP_2633,Engineering,Supportive,3.3,4.16,2.18,4.02,3.63,5,2.6,62.9,Moderate
EMP_2634,Engineering,Autocratic/Micromanagement,4.17,2.91,3.43,3.56,2.62,5,3.0,16.8,Low
EMP_2635,Marketing,Democratic,2.46,3.59,2.54,3.68,2.31,4,2.2,39.9,Low
EMP_2636,Marketing,Supportive,2.75,4.97,2.63,3.7,2.21,2,7.1,46.9,Moderate
EMP_2637,Product,Supportive,4.37,4.47,3.04,2.62,1.0,5,0.5,50.6,Moderate
EMP_2638,HR,Democratic,2.78,2.88,2.74,3.41,2.98,4,3.3,27.1,Low
EMP_2639,Product,Supportive,2.33,3.77,4.86,3.65,3.32,4,7.0,46.8,Moderate
EMP_2640,Marketing,Supportive,4.91,4.02,2.77,3.78,2.81,5,0.5,30.4,Low
EMP_2641,Data Science,Democratic,2.62,3.34,3.55,2.95,2.63,2,2.4,44.7,Low
EMP_2642,Engineering,Supportive,3.73,2.41,3.32,2.74,2.81,3,3.1,37.5,Low
EMP_2643,HR,Democratic,3.65,3.86,3.48,3.36,2.02,4,0.7,36.4,Low
EMP_2644,Marketing,Supportive,1.63,3.33,3.54,4.68,2.3,3,1.0,57.6,Moderate
EMP_2645,Engineering,Supportive,3.41,3.33,3.91,3.01,2.57,1,5.4,58.7,Moderate
EMP_2646,Data Science,Democratic,3.91,3.59,3.41,4.2,3.26,2,2.9,34.0,Low
EMP_2647,Product,Democratic,3.85,3.72,3.38,4.45,3.8,4,1.3,35.0,Low
EMP_2648,Sales,Supportive,4.23,3.79,3.25,3.53,2.52,3,5.1,49.3,Moderate
EMP_2649,Sales,Supportive,3.33,3.27,3.09,3.09,1.86,2,4.8,59.2,Moderate
EMP_2650,Sales,Democratic,4.1,3.67,2.47,3.81,2.73,3,1.5,15.8,Low
EMP_2651,Engineering,Supportive,3.12,2.75,3.15,3.62,4.31,2,2.3,39.5,Low
EMP_2652,Data Science,Supportive,2.61,3.99,3.39,2.98,1.93,1,3.8,55.9,Moderate
EMP_2653,Data Science,Supportive,2.69,2.09,3.52,3.1,3.41,2,1.5,33.7,Low
EMP_2654,Engineering,Autocratic/Micromanagement,2.58,3.63,3.34,3.77,3.77,5,3.5,32.8,Low
EMP_2655,HR,Autocratic/Micromanagement,4.31,4.35,3.01,4.06,2.41,1,1.0,28.1,Low
EMP_2656,Sales,Autocratic/Micromanagement,2.54,3.16,3.15,3.31,2.14,4,1.2,41.5,Low
EMP_2657,HR,Democratic,3.79,4.23,2.76,3.46,3.16,4,1.3,36.3,Low
EMP_2658,Product,Democratic,3.41,4.49,3.45,3.9,2.98,4,9.6,40.1,Low
EMP_2659,Engineering,Democratic,3.53,1.82,3.02,3.4,3.26,2,6.3,20.0,Low
EMP_2660,Marketing,Democratic,4.55,3.71,3.34,3.32,4.36,5,2.9,30.6,Low
EMP_2661,Sales,Supportive,3.29,2.07,4.0,3.05,2.83,3,2.9,55.3,Moderate
EMP_2662,Product,Democratic,4.03,3.73,2.63,3.04,1.75,2,0.5,56.8,Moderate
EMP_2663,Engineering,Autocratic/Micromanagement,3.63,3.8,3.68,5.0,2.75,3,3.7,35.3,Low
EMP_2664,Marketing,Democratic,3.49,2.31,3.23,3.38,2.89,2,1.4,40.6,Low
EMP_2665,Marketing,Supportive,5.0,4.95,4.82,4.32,3.71,3,3.3,52.8,Moderate
EMP_2666,Data Science,Supportive,2.59,3.97,3.03,4.51,2.54,3,6.4,41.9,Low
EMP_2667,Engineering,Democratic,4.5,3.29,3.76,3.39,2.37,3,0.5,42.4,Low
EMP_2668,Marketing,Democratic,4.06,4.68,3.21,3.72,1.6,4,3.3,42.9,Low
EMP_2669,Marketing,Autocratic/Micromanagement,3.26,2.72,2.09,3.56,3.14,5,2.9,44.8,Low
EMP_2670,Data Science,Supportive,4.74,3.06,2.78,2.53,5.0,3,0.8,33.0,Low
EMP_2671,Marketing,Autocratic/Micromanagement,2.31,2.42,3.9,2.57,2.52,3,3.6,34.9,Low
EMP_2672,Data Science,Democratic,3.23,4.88,2.85,3.53,3.06,4,2.8,51.0,Moderate
EMP_2673,Marketing,Autocratic/Micromanagement,2.75,4.0,1.42,3.25,2.26,3,5.1,37.4,Low
EMP_2674,Engineering,Democratic,3.89,4.2,3.17,4.63,1.67,3,0.5,55.2,Moderate
EMP_2675,Product,Democratic,2.82,3.98,2.33,3.36,3.05,5,2.1,46.4,Moderate
EMP_2676,Data Science,Democratic,3.9,4.14,3.31,4.67,2.72,5,15.0,53.4,Moderate
EMP_2677,Data Science,Democratic,3.47,3.85,4.44,3.21,1.0,4,4.1,41.6,Low
EMP_2678,Engineering,Autocratic/Micromanagement,3.26,3.96,3.82,4.65,3.99,2,4.0,30.1,Low
EMP_2679,Engineering,Supportive,3.87,3.86,4.43,3.8,3.03,3,1.3,48.4,Moderate
EMP_2680,Sales,Supportive,3.41,3.43,2.75,3.84,2.76,3,0.5,34.3,Low
EMP_2681,Data Science,Autocratic/Micromanagement,2.84,3.77,3.09,3.19,2.36,3,10.4,36.5,Low
EMP_2682,HR,Democratic,5.0,3.96,2.36,3.85,3.02,3,0.5,28.3,Low
EMP_2683,Engineering,Democratic,3.26,3.87,2.65,4.52,3.06,3,15.0,36.0,Low
EMP_2684,Data Science,Democratic,2.05,2.91,2.46,3.41,3.02,3,0.5,36.0,Low
EMP_2685,Data Science,Supportive,3.01,2.99,2.15,3.3,3.55,2,0.7,40.8,Low
EMP_2686,Engineering,Autocratic/Micromanagement,2.71,4.45,4.29,3.35,3.74,5,1.3,54.6,Moderate
EMP_2687,Engineering,Democratic,4.18,3.62,1.53,4.47,4.3,5,2.5,33.5,Low
EMP_2688,Sales,Supportive,3.83,4.15,4.3,4.01,2.03,4,5.5,63.5,Moderate
EMP_2689,Sales,Supportive,3.88,3.14,4.2,4.37,2.24,3,12.4,60.1,Moderate
EMP_2690,Sales,Autocratic/Micromanagement,3.34,2.92,3.6,3.69,2.99,3,1.6,45.2,Moderate
EMP_2691,Sales,Supportive,3.4,3.29,2.31,3.52,2.08,4,0.5,29.9,Low
EMP_2692,Sales,Autocratic/Micromanagement,3.34,3.67,1.93,3.75,2.21,4,3.4,22.6,Low
EMP_2693,Engineering,Supportive,3.54,3.4,2.76,4.14,3.08,4,4.3,43.9,Low
EMP_2694,Sales,Democratic,4.18,4.58,3.7,3.35,3.42,2,1.8,36.1,Low
EMP_2695,Product,Autocratic/Micromanagement,3.84,3.91,3.2,4.32,3.72,4,0.7,36.6,Low
EMP_2696,Sales,Democratic,3.95,4.91,2.37,3.72,2.55,5,1.3,16.8,Low
EMP_2697,Marketing,Democratic,3.95,4.04,4.12,2.06,3.07,1,3.7,32.8,Low
EMP_2698,Data Science,Democratic,4.22,2.35,4.55,4.03,2.89,3,2.4,24.2,Low
EMP_2699,HR,Supportive,3.8,4.43,3.02,2.74,2.71,3,4.8,44.5,Low
EMP_2700,HR,Supportive,3.85,2.89,3.29,4.02,2.05,4,0.9,48.8,Moderate
EMP_2701,Sales,Autocratic/Micromanagement,4.43,3.94,1.99,4.04,1.95,1,6.5,9.1,Low
EMP_2702,Product,Autocratic/Micromanagement,3.13,3.34,2.87,3.7,3.23,5,0.6,30.6,Low
EMP_2703,Engineering,Democratic,3.0,5.0,3.61,3.83,2.03,1,1.4,57.3,Moderate
EMP_2704,Engineering,Supportive,2.77,4.66,3.48,4.16,1.28,5,3.1,72.3,Moderate
EMP_2705,HR,Supportive,3.73,3.35,2.79,3.2,2.67,1,4.7,48.2,Moderate
EMP_2706,HR,Supportive,2.3,3.72,2.98,3.98,3.86,2,1.1,49.8,Moderate
EMP_2707,Engineering,Democratic,3.92,3.95,2.84,4.2,1.0,5,10.4,49.1,Moderate
EMP_2708,Data Science,Autocratic/Micromanagement,3.52,4.32,2.98,4.56,2.47,5,4.3,53.7,Moderate
EMP_2709,Engineering,Democratic,4.39,3.82,3.54,2.84,3.24,5,0.9,33.8,Low
EMP_2710,Data Science,Autocratic/Micromanagement,3.13,3.19,1.63,3.75,1.24,2,4.5,53.2,Moderate
EMP_2711,HR,Supportive,3.46,3.37,3.14,2.92,2.53,3,4.2,45.3,Moderate
EMP_2712,Sales,Supportive,4.39,3.8,3.48,2.9,1.79,1,4.9,50.6,Moderate
EMP_2713,Data Science,Supportive,4.57,4.54,2.74,3.72,1.89,2,8.7,64.4,Moderate
EMP_2714,Data Science,Democratic,3.12,4.06,2.82,3.55,2.38,2,4.4,56.3,Moderate
EMP_2715,Engineering,Supportive,3.73,3.34,2.84,4.19,1.8,1,1.5,63.2,Moderate
EMP_2716,Data Science,Autocratic/Micromanagement,3.81,4.19,2.82,3.29,1.73,5,5.5,58.4,Moderate
EMP_2717,Marketing,Supportive,3.86,3.57,3.2,3.42,2.65,2,4.2,46.5,Moderate
EMP_2718,Product,Autocratic/Micromanagement,3.42,4.33,3.3,3.63,4.48,4,3.0,30.8,Low
EMP_2719,HR,Democratic,4.5,5.0,1.52,2.98,3.31,4,1.5,28.5,Low
EMP_2720,Engineering,Autocratic/Micromanagement,2.28,3.58,3.72,3.07,3.51,2,8.9,33.3,Low
EMP_2721,Product,Democratic,3.31,4.28,2.97,4.17,3.34,5,2.5,43.5,Low
EMP_2722,HR,Autocratic/Micromanagement,3.91,3.35,4.75,3.17,2.14,3,3.5,43.7,Low
EMP_2723,HR,Supportive,3.92,3.73,2.25,4.21,2.95,5,1.9,52.9,Moderate
EMP_2724,Sales,Democratic,4.55,3.82,2.51,3.86,3.58,5,5.3,24.0,Low
EMP_2725,Data Science,Autocratic/Micromanagement,4.44,3.68,3.04,2.57,3.36,5,1.5,13.3,Low
EMP_2726,Data Science,Supportive,3.4,5.0,3.53,3.82,2.86,4,5.8,71.7,Moderate
EMP_2727,Engineering,Supportive,4.51,3.62,1.64,3.81,3.12,3,0.5,37.1,Low
EMP_2728,Engineering,Democratic,3.1,4.15,2.54,3.75,4.67,2,4.3,45.6,Moderate
EMP_2729,Engineering,Autocratic/Micromanagement,4.25,2.64,3.67,3.41,3.37,4,2.3,6.5,Low
EMP_2730,Sales,Democratic,4.87,4.06,2.44,2.94,2.45,3,4.2,15.4,Low
EMP_2731,Marketing,Democratic,4.45,4.49,4.3,4.31,2.64,5,2.7,42.8,Low
EMP_2732,Sales,Supportive,3.67,3.48,2.84,3.44,1.86,4,0.5,33.2,Low
EMP_2733,Engineering,Supportive,3.37,2.29,2.48,2.97,4.58,3,2.3,30.6,Low
EMP_2734,Product,Autocratic/Micromanagement,2.53,3.78,3.69,3.77,3.98,1,11.7,21.2,Low
EMP_2735,Product,Supportive,3.82,3.81,4.49,3.05,2.77,2,4.9,47.1,Moderate
EMP_2736,HR,Democratic,2.82,4.23,3.53,2.93,4.44,4,1.2,23.9,Low
EMP_2737,Product,Autocratic/Micromanagement,3.04,5.0,4.21,3.27,3.21,1,10.1,33.9,Low
EMP_2738,Sales,Supportive,2.77,3.57,4.54,3.1,2.36,4,5.3,69.1,Moderate
EMP_2739,Product,Democratic,3.28,3.29,2.46,2.95,3.43,4,1.6,43.5,Low
EMP_2740,Engineering,Supportive,3.58,3.1,3.95,3.98,3.02,2,3.2,49.0,Moderate
EMP_2741,Data Science,Democratic,3.79,3.92,1.98,3.43,3.37,4,1.9,26.9,Low
EMP_2742,Engineering,Supportive,3.18,4.09,3.54,4.25,1.6,4,0.5,61.8,Moderate
EMP_2743,Engineering,Democratic,4.35,3.47,3.14,2.99,2.05,3,5.7,41.6,Low
EMP_2744,Engineering,Supportive,3.45,4.27,4.19,2.46,3.89,5,0.7,53.5,Moderate
EMP_2745,Marketing,Democratic,3.05,4.08,4.14,3.59,4.05,2,2.1,35.1,Low
EMP_2746,HR,Democratic,3.76,3.83,3.66,4.61,3.83,3,4.2,41.1,Low
EMP_2747,Sales,Supportive,4.97,3.26,3.44,3.82,4.47,5,9.4,35.0,Low
EMP_2748,Engineering,Democratic,3.83,3.51,3.61,5.0,3.16,3,0.5,31.3,Low
EMP_2749,HR,Supportive,3.35,2.34,3.25,3.7,3.11,3,1.7,40.1,Low
EMP_2750,Marketing,Democratic,2.53,3.94,3.15,3.64,1.97,4,3.3,39.9,Low
EMP_2751,Data Science,Supportive,3.45,3.82,4.35,2.21,2.24,4,5.3,50.2,Moderate
EMP_2752,Marketing,Democratic,3.76,3.91,4.45,3.76,1.11,1,8.9,45.1,Moderate
EMP_2753,Data Science,Supportive,3.33,4.1,3.09,3.6,2.44,3,0.5,68.5,Moderate
EMP_2754,Data Science,Democratic,2.43,4.03,3.39,3.26,1.05,3,3.5,62.2,Moderate
EMP_2755,Product,Supportive,3.0,3.73,3.27,3.42,3.56,4,0.5,43.7,Low
EMP_2756,Data Science,Democratic,4.62,3.83,1.91,3.46,3.01,4,5.4,36.7,Low
EMP_2757,Sales,Supportive,4.6,2.96,2.93,3.39,1.08,4,0.6,40.6,Low
EMP_2758,Product,Autocratic/Micromanagement,2.98,3.45,4.48,4.75,2.55,4,7.9,38.2,Low
EMP_2759,Marketing,Autocratic/Micromanagement,4.07,3.83,2.6,3.28,4.27,3,0.6,9.4,Low
EMP_2760,Engineering,Supportive,2.77,3.36,4.89,3.6,2.6,2,5.1,42.3,Low
EMP_2761,Engineering,Democratic,4.58,4.32,4.14,3.26,1.9,3,1.2,57.2,Moderate
EMP_2762,Engineering,Supportive,3.77,3.4,3.52,3.97,1.27,2,2.9,51.8,Moderate
EMP_2763,Marketing,Supportive,4.26,3.93,3.65,3.61,1.3,4,3.3,56.8,Moderate
EMP_2764,Sales,Democratic,2.4,3.87,2.47,3.33,3.13,4,0.8,21.3,Low
EMP_2765,Engineering,Democratic,4.07,4.25,2.99,2.34,2.35,2,1.2,54.5,Moderate
EMP_2766,Product,Democratic,3.59,4.34,4.35,3.65,2.42,5,0.5,44.0,Low
EMP_2767,Sales,Supportive,4.2,4.22,2.71,3.31,2.36,3,0.5,27.4,Low
EMP_2768,Engineering,Supportive,4.24,2.54,4.05,3.46,2.59,2,1.0,57.2,Moderate
EMP_2769,Sales,Supportive,3.65,4.52,2.1,2.79,1.72,2,2.5,26.3,Low
EMP_2770,Marketing,Democratic,3.18,4.72,2.24,4.36,2.95,3,4.4,44.0,Low
